timestamp,PM2_5,PM10,Temperatura,Humedad,Presion,CO2,Latitud,Longitud
2024-01-04 02:00:00,51.77,116.67,21.0,84,1004.75,581,-8.1098,-79.0238
2024-01-04 03:00:00,49.05,113.22,21.2,76,1011.84,631,-8.1098,-79.0238
2024-01-04 04:00:00,46.35,97.09,21.6,88,1013.16,606,-8.1098,-79.0238
2024-01-04 05:00:00,46.84,91.91,20.4,78,1007.56,691,-8.1098,-79.0238
2024-01-04 06:00:00,47.23,78.0,21.1,83,1007.56,645,-8.1098,-79.0238
2024-01-04 07:00:00,43.6,99.88,18.6,79,1009.83,635,-8.1098,-79.0238
2024-01-04 08:00:00,38.01,79.42,25.5,80,1013.64,571,-8.1098,-79.0238
2024-01-04 09:00:00,36.04,54.68,22.2,83,1003.75,622,-8.1098,-79.0238
2024-01-04 10:00:00,39.61,82.56,25.5,83,1005.76,587,-8.1098,-79.0238
2024-01-04 11:00:00,33.09,50.21,21.6,89,1006.46,518,-8.1098,-79.0238
2024-01-04 12:00:00,38.56,93.27,22.6,83,1011.87,491,-8.1098,-79.0238
2024-01-04 13:00:00,34.65,71.48,23.5,84,1010.48,487,-8.1098,-79.0238
2024-01-04 14:00:00,28.19,48.28,20.2,87,1004.82,450,-8.1098,-79.0238
2024-01-04 15:00:00,23.07,56.58,19.7,83,1009.49,450,-8.1098,-79.0238
2024-01-04 16:00:00,25.37,40.11,21.3,71,1014.27,450,-8.1098,-79.0238
2024-01-04 17:00:00,22.4,37.0,21.0,76,1002.99,450,-8.1098,-79.0238
2024-01-04 18:00:00,17.5,34.78,18.9,87,1007.32,450,-8.1098,-79.0238
2024-01-04 19:00:00,22.63,50.55,24.1,87,994.55,450,-8.1098,-79.0238
2024-01-04 20:00:00,26.44,50.78,23.9,85,1008.3,450,-8.1098,-79.0238
2024-01-04 21:00:00,31.93,62.17,20.6,83,1006.53,450,-8.1098,-79.0238
2024-01-04 22:00:00,33.22,71.31,22.0,80,1005.57,450,-8.1098,-79.0238
2024-01-04 23:00:00,27.24,47.1,20.5,89,1013.63,501,-8.1098,-79.0238
2024-01-05 00:00:00,37.08,91.24,21.9,83,1003.78,543,-8.1098,-79.0238
2024-01-05 01:00:00,45.34,96.96,21.9,75,1009.67,466,-8.1098,-79.0238
2024-01-05 02:00:00,41.06,66.52,21.3,83,1002.43,583,-8.1098,-79.0238
2024-01-05 03:00:00,43.13,71.55,19.0,85,1008.68,674,-8.1098,-79.0238
2024-01-05 04:00:00,40.58,86.68,25.0,74,1000.16,618,-8.1098,-79.0238
2024-01-05 05:00:00,34.27,79.58,25.4,86,1014.12,629,-8.1098,-79.0238
2024-01-05 06:00:00,44.57,107.11,21.5,76,1009.28,639,-8.1098,-79.0238
2024-01-05 07:00:00,43.85,94.12,23.3,87,1008.8,637,-8.1098,-79.0238
2024-01-05 08:00:00,44.97,90.85,22.8,81,999.85,602,-8.1098,-79.0238
2024-01-05 09:00:00,44.59,92.8,19.9,80,1006.51,622,-8.1098,-79.0238
2024-01-05 10:00:00,43.73,101.17,22.9,88,1011.56,589,-8.1098,-79.0238
2024-01-05 11:00:00,44.53,94.66,23.7,82,1003.98,508,-8.1098,-79.0238
2024-01-05 12:00:00,35.76,74.06,19.4,78,1010.34,513,-8.1098,-79.0238
2024-01-05 13:00:00,32.12,48.5,21.3,81,1011.01,450,-8.1098,-79.0238
2024-01-05 14:00:00,31.43,67.79,16.5,82,1010.67,450,-8.1098,-79.0238
2024-01-05 15:00:00,29.74,58.04,24.1,84,1009.07,450,-8.1098,-79.0238
2024-01-05 16:00:00,17.69,34.49,24.5,80,1008.06,450,-8.1098,-79.0238
2024-01-05 17:00:00,27.98,50.34,21.2,84,1006.48,450,-8.1098,-79.0238
2024-01-05 18:00:00,27.88,60.92,21.3,80,1015.2,450,-8.1098,-79.0238
2024-01-05 19:00:00,28.18,51.96,21.7,76,1009.91,450,-8.1098,-79.0238
2024-01-05 20:00:00,30.83,71.6,23.7,81,1006.43,450,-8.1098,-79.0238
2024-01-05 21:00:00,22.88,50.58,22.3,83,1006.64,450,-8.1098,-79.0238
2024-01-05 22:00:00,29.8,68.92,24.4,74,1015.71,450,-8.1098,-79.0238
2024-01-05 23:00:00,34.35,57.94,22.4,83,1007.29,465,-8.1098,-79.0238
2024-01-06 00:00:00,25.71,43.25,22.0,79,1010.3,527,-8.1098,-79.0238
2024-01-06 01:00:00,42.08,88.98,22.1,82,1012.19,530,-8.1098,-79.0238
2024-01-06 02:00:00,41.54,99.78,26.4,84,1011.54,597,-8.1098,-79.0238
2024-01-06 03:00:00,39.24,83.38,23.0,83,1004.19,639,-8.1098,-79.0238
2024-01-06 04:00:00,40.73,94.17,18.3,72,1008.1,623,-8.1098,-79.0238
2024-01-06 05:00:00,43.95,68.91,22.4,80,1012.42,658,-8.1098,-79.0238
2024-01-06 06:00:00,50.64,92.85,22.8,79,1005.9,621,-8.1098,-79.0238
2024-01-06 07:00:00,39.67,86.3,24.6,83,1008.14,649,-8.1098,-79.0238
2024-01-06 08:00:00,42.42,75.8,20.9,82,1008.73,595,-8.1098,-79.0238
2024-01-06 09:00:00,46.32,113.06,20.4,94,1009.96,624,-8.1098,-79.0238
2024-01-06 10:00:00,35.77,84.86,18.1,82,1004.32,602,-8.1098,-79.0238
2024-01-06 11:00:00,45.31,99.75,19.7,75,1010.6,544,-8.1098,-79.0238
2024-01-06 12:00:00,34.91,70.87,22.8,86,1016.1,509,-8.1098,-79.0238
2024-01-06 13:00:00,37.16,88.21,21.2,79,1003.64,482,-8.1098,-79.0238
2024-01-06 14:00:00,24.28,47.69,23.7,79,1002.41,467,-8.1098,-79.0238
2024-01-06 15:00:00,30.24,55.01,22.6,85,996.57,450,-8.1098,-79.0238
2024-01-06 16:00:00,26.51,45.31,28.4,72,1004.0,450,-8.1098,-79.0238
2024-01-06 17:00:00,31.86,64.94,24.4,83,1001.42,450,-8.1098,-79.0238
2024-01-06 18:00:00,21.25,34.28,24.1,78,1010.24,450,-8.1098,-79.0238
2024-01-06 19:00:00,32.45,48.79,23.5,79,1003.19,450,-8.1098,-79.0238
2024-01-06 20:00:00,25.86,42.93,20.6,82,1012.01,450,-8.1098,-79.0238
2024-01-06 21:00:00,34.19,79.8,23.6,90,1010.41,450,-8.1098,-79.0238
2024-01-06 22:00:00,35.8,71.27,25.3,74,1005.65,465,-8.1098,-79.0238
2024-01-06 23:00:00,35.31,64.72,21.7,82,1008.5,450,-8.1098,-79.0238
2024-01-07 00:00:00,39.29,73.34,21.9,82,1003.88,490,-8.1098,-79.0238
2024-01-07 01:00:00,40.25,64.74,24.1,80,1004.59,580,-8.1098,-79.0238
2024-01-07 02:00:00,34.41,81.81,21.1,81,1007.3,556,-8.1098,-79.0238
2024-01-07 03:00:00,41.85,71.96,24.8,79,1014.81,617,-8.1098,-79.0238
2024-01-07 04:00:00,42.87,98.71,23.1,74,1008.98,648,-8.1098,-79.0238
2024-01-07 05:00:00,50.22,107.85,23.9,73,1008.24,641,-8.1098,-79.0238
2024-01-07 06:00:00,46.71,114.45,22.3,77,1005.43,666,-8.1098,-79.0238
2024-01-07 07:00:00,42.08,104.4,23.1,87,1018.68,644,-8.1098,-79.0238
2024-01-07 08:00:00,36.11,72.38,24.1,81,1011.74,604,-8.1098,-79.0238
2024-01-07 09:00:00,43.53,84.31,21.7,77,1007.95,668,-8.1098,-79.0238
2024-01-07 10:00:00,40.53,84.13,26.1,84,996.87,606,-8.1098,-79.0238
2024-01-07 11:00:00,38.75,72.3,18.2,67,1005.34,505,-8.1098,-79.0238
2024-01-07 12:00:00,33.48,66.32,25.0,79,1007.05,511,-8.1098,-79.0238
2024-01-07 13:00:00,32.93,81.34,24.2,77,1011.83,450,-8.1098,-79.0238
2024-01-07 14:00:00,31.54,75.73,24.9,78,1003.24,450,-8.1098,-79.0238
2024-01-07 15:00:00,28.72,70.76,28.1,84,1010.03,450,-8.1098,-79.0238
2024-01-07 16:00:00,28.61,43.27,24.5,83,997.55,450,-8.1098,-79.0238
2024-01-07 17:00:00,20.49,34.37,24.8,84,1011.44,450,-8.1098,-79.0238
2024-01-07 18:00:00,31.75,48.8,23.8,81,1006.83,450,-8.1098,-79.0238
2024-01-07 19:00:00,21.83,41.32,22.2,76,1008.47,450,-8.1098,-79.0238
2024-01-07 20:00:00,20.22,45.57,21.6,79,1009.1,450,-8.1098,-79.0238
2024-01-07 21:00:00,36.93,85.99,20.3,85,1008.52,450,-8.1098,-79.0238
2024-01-07 22:00:00,21.93,51.56,19.8,72,1011.76,470,-8.1098,-79.0238
2024-01-07 23:00:00,29.43,56.4,24.3,81,1008.22,476,-8.1098,-79.0238
2024-01-08 00:00:00,42.07,68.73,22.0,84,1008.37,536,-8.1098,-79.0238
2024-01-08 01:00:00,41.64,84.02,24.0,84,1004.96,509,-8.1098,-79.0238
2024-01-08 02:00:00,40.04,79.47,24.5,90,1005.94,626,-8.1098,-79.0238
2024-01-08 03:00:00,46.46,114.38,23.4,80,1012.82,616,-8.1098,-79.0238
2024-01-08 04:00:00,46.83,103.09,22.9,79,1008.71,591,-8.1098,-79.0238
2024-01-08 05:00:00,51.6,107.54,20.4,77,1006.26,660,-8.1098,-79.0238
2024-01-08 06:00:00,61.68,120.0,26.2,71,1007.71,649,-8.1098,-79.0238
2024-01-08 07:00:00,42.72,81.89,20.4,88,1005.72,673,-8.1098,-79.0238
2024-01-08 08:00:00,41.55,64.29,21.3,80,1013.37,576,-8.1098,-79.0238
2024-01-08 09:00:00,44.13,70.71,22.1,84,1011.87,574,-8.1098,-79.0238
2024-01-08 10:00:00,43.21,103.31,25.5,96,1006.05,509,-8.1098,-79.0238
2024-01-08 11:00:00,32.32,61.61,23.5,86,1005.19,558,-8.1098,-79.0238
2024-01-08 12:00:00,25.69,39.72,19.9,94,1012.74,510,-8.1098,-79.0238
2024-01-08 13:00:00,40.16,61.14,19.3,86,1011.59,450,-8.1098,-79.0238
2024-01-08 14:00:00,37.02,84.74,23.6,78,1009.57,450,-8.1098,-79.0238
2024-01-08 15:00:00,26.0,59.03,22.7,83,1010.91,450,-8.1098,-79.0238
2024-01-08 16:00:00,26.64,58.63,23.9,81,1007.11,450,-8.1098,-79.0238
2024-01-08 17:00:00,30.33,70.73,19.9,86,1009.14,450,-8.1098,-79.0238
2024-01-08 18:00:00,22.91,43.1,18.3,86,1008.62,450,-8.1098,-79.0238
2024-01-08 19:00:00,24.84,53.65,21.8,88,1012.02,450,-8.1098,-79.0238
2024-01-08 20:00:00,24.37,50.08,19.6,86,1011.36,450,-8.1098,-79.0238
2024-01-08 21:00:00,32.77,60.32,23.3,80,1009.04,450,-8.1098,-79.0238
2024-01-08 22:00:00,21.74,39.96,21.4,84,1009.15,450,-8.1098,-79.0238
2024-01-08 23:00:00,36.62,86.3,23.4,89,1016.22,450,-8.1098,-79.0238
2024-01-09 00:00:00,38.46,74.85,22.3,82,1015.96,544,-8.1098,-79.0238
2024-01-09 01:00:00,41.94,86.08,22.5,84,1014.21,567,-8.1098,-79.0238
2024-01-09 02:00:00,38.43,65.86,24.8,83,1011.04,569,-8.1098,-79.0238
2024-01-09 03:00:00,52.98,108.8,22.5,76,1012.31,599,-8.1098,-79.0238
2024-01-09 04:00:00,45.99,111.1,20.3,77,1012.85,590,-8.1098,-79.0238
2024-01-09 05:00:00,50.45,115.61,24.3,94,1008.74,641,-8.1098,-79.0238
2024-01-09 06:00:00,53.69,97.78,22.5,81,1009.68,655,-8.1098,-79.0238
2024-01-09 07:00:00,50.42,93.79,22.4,76,1020.6,679,-8.1098,-79.0238
2024-01-09 08:00:00,49.39,115.16,21.2,85,1007.32,614,-8.1098,-79.0238
2024-01-09 09:00:00,41.77,78.38,23.4,74,1007.16,580,-8.1098,-79.0238
2024-01-09 10:00:00,40.76,97.23,24.2,85,1002.85,621,-8.1098,-79.0238
2024-01-09 11:00:00,45.36,90.94,19.6,78,1011.64,520,-8.1098,-79.0238
2024-01-09 12:00:00,41.19,99.3,19.7,80,1005.92,547,-8.1098,-79.0238
2024-01-09 13:00:00,34.51,83.55,22.4,82,1006.67,450,-8.1098,-79.0238
2024-01-09 14:00:00,32.77,69.87,22.2,98,1010.79,450,-8.1098,-79.0238
2024-01-09 15:00:00,33.89,70.57,23.9,86,1008.32,450,-8.1098,-79.0238
2024-01-09 16:00:00,31.11,71.5,20.0,82,1009.58,450,-8.1098,-79.0238
2024-01-09 17:00:00,24.15,54.84,22.6,77,1013.69,450,-8.1098,-79.0238
2024-01-09 18:00:00,29.54,48.15,22.1,81,1010.35,450,-8.1098,-79.0238
2024-01-09 19:00:00,29.41,58.99,18.7,80,1004.97,450,-8.1098,-79.0238
2024-01-09 20:00:00,30.1,69.93,22.9,82,1001.48,450,-8.1098,-79.0238
2024-01-09 21:00:00,27.35,49.69,19.8,77,1008.19,450,-8.1098,-79.0238
2024-01-09 22:00:00,30.97,49.47,22.8,83,1016.45,450,-8.1098,-79.0238
2024-01-09 23:00:00,29.82,64.15,23.2,82,1011.04,473,-8.1098,-79.0238
2024-01-10 00:00:00,40.27,64.51,23.2,83,1008.93,483,-8.1098,-79.0238
2024-01-10 01:00:00,36.7,79.74,23.4,82,1010.12,496,-8.1098,-79.0238
2024-01-10 02:00:00,34.34,80.81,25.8,78,1009.41,543,-8.1098,-79.0238
2024-01-10 03:00:00,48.93,94.37,24.4,77,1002.86,605,-8.1098,-79.0238
2024-01-10 04:00:00,47.73,82.46,22.8,84,1006.36,674,-8.1098,-79.0238
2024-01-10 05:00:00,44.83,110.14,22.0,85,1000.37,620,-8.1098,-79.0238
2024-01-10 06:00:00,41.57,77.74,24.6,80,1011.88,660,-8.1098,-79.0238
2024-01-10 07:00:00,51.05,80.97,24.2,79,1011.23,670,-8.1098,-79.0238
2024-01-10 08:00:00,53.24,120.0,28.5,89,1011.14,613,-8.1098,-79.0238
2024-01-10 09:00:00,48.38,86.74,19.0,79,1009.53,528,-8.1098,-79.0238
2024-01-10 10:00:00,41.71,83.26,19.9,87,1009.03,603,-8.1098,-79.0238
2024-01-10 11:00:00,30.71,53.0,20.5,86,1012.15,531,-8.1098,-79.0238
2024-01-10 12:00:00,42.86,94.42,18.8,78,1006.06,504,-8.1098,-79.0238
2024-01-10 13:00:00,37.05,61.82,21.9,81,1011.85,483,-8.1098,-79.0238
2024-01-10 14:00:00,38.58,76.17,22.7,76,1010.64,450,-8.1098,-79.0238
2024-01-10 15:00:00,38.73,85.4,24.7,90,1010.93,450,-8.1098,-79.0238
2024-01-10 16:00:00,33.79,72.51,21.8,80,1007.85,450,-8.1098,-79.0238
2024-01-10 17:00:00,29.75,49.77,21.8,85,995.81,450,-8.1098,-79.0238
2024-01-10 18:00:00,28.93,71.1,26.5,89,1004.81,450,-8.1098,-79.0238
2024-01-10 19:00:00,27.4,62.24,20.2,78,1011.74,450,-8.1098,-79.0238
2024-01-10 20:00:00,25.7,51.72,23.4,82,1009.96,450,-8.1098,-79.0238
2024-01-10 21:00:00,40.54,63.0,25.5,92,1000.99,450,-8.1098,-79.0238
2024-01-10 22:00:00,32.29,79.6,22.5,85,1011.09,456,-8.1098,-79.0238
2024-01-10 23:00:00,39.15,85.66,19.9,93,1001.05,496,-8.1098,-79.0238
2024-01-11 00:00:00,38.94,66.23,22.0,87,1012.21,475,-8.1098,-79.0238
2024-01-11 01:00:00,40.04,86.96,22.8,88,1006.93,575,-8.1098,-79.0238
2024-01-11 02:00:00,50.05,98.06,21.3,88,1007.53,570,-8.1098,-79.0238
2024-01-11 03:00:00,53.38,110.84,20.6,79,1006.7,591,-8.1098,-79.0238
2024-01-11 04:00:00,45.92,110.43,21.9,81,1012.55,652,-8.1098,-79.0238
2024-01-11 05:00:00,51.25,120.0,22.1,90,1005.17,606,-8.1098,-79.0238
2024-01-11 06:00:00,50.97,92.96,23.7,87,1009.31,650,-8.1098,-79.0238
2024-01-11 07:00:00,45.77,112.04,22.7,75,1010.51,608,-8.1098,-79.0238
2024-01-11 08:00:00,38.8,75.37,24.5,83,1010.83,622,-8.1098,-79.0238
2024-01-11 09:00:00,55.97,89.84,25.0,82,1008.09,631,-8.1098,-79.0238
2024-01-11 10:00:00,39.27,74.62,23.6,91,1003.27,583,-8.1098,-79.0238
2024-01-11 11:00:00,37.99,92.35,21.5,64,1009.37,580,-8.1098,-79.0238
2024-01-11 12:00:00,44.54,93.74,22.2,75,1003.88,492,-8.1098,-79.0238
2024-01-11 13:00:00,49.27,78.84,22.6,80,996.63,450,-8.1098,-79.0238
2024-01-11 14:00:00,37.83,61.56,21.2,85,1002.3,450,-8.1098,-79.0238
2024-01-11 15:00:00,34.73,61.88,25.0,81,1012.18,450,-8.1098,-79.0238
2024-01-11 16:00:00,36.34,83.47,21.0,84,1018.7,450,-8.1098,-79.0238
2024-01-11 17:00:00,26.13,60.41,23.0,90,1005.9,450,-8.1098,-79.0238
2024-01-11 18:00:00,33.06,77.1,18.4,89,999.32,450,-8.1098,-79.0238
2024-01-11 19:00:00,33.61,80.57,21.4,86,1015.48,450,-8.1098,-79.0238
2024-01-11 20:00:00,39.58,69.3,24.2,85,1005.26,450,-8.1098,-79.0238
2024-01-11 21:00:00,29.86,52.5,19.6,80,1011.8,450,-8.1098,-79.0238
2024-01-11 22:00:00,35.1,84.02,22.1,91,1011.59,450,-8.1098,-79.0238
2024-01-11 23:00:00,34.54,66.43,21.7,83,1008.63,450,-8.1098,-79.0238
2024-01-12 00:00:00,31.3,47.83,22.7,80,1009.89,480,-8.1098,-79.0238
2024-01-12 01:00:00,36.2,62.51,21.2,86,1008.04,492,-8.1098,-79.0238
2024-01-12 02:00:00,51.92,112.43,24.8,86,1010.21,558,-8.1098,-79.0238
2024-01-12 03:00:00,48.8,94.73,24.2,84,1007.48,633,-8.1098,-79.0238
2024-01-12 04:00:00,55.7,120.0,23.1,86,1001.61,624,-8.1098,-79.0238
2024-01-12 05:00:00,54.06,93.96,18.9,77,1003.68,693,-8.1098,-79.0238
2024-01-12 06:00:00,53.4,120.0,23.4,83,1003.84,612,-8.1098,-79.0238
2024-01-12 07:00:00,58.8,120.0,23.2,81,1007.48,681,-8.1098,-79.0238
2024-01-12 08:00:00,45.85,76.62,20.5,78,1006.72,597,-8.1098,-79.0238
2024-01-12 09:00:00,57.87,113.39,24.1,82,1009.55,586,-8.1098,-79.0238
2024-01-12 10:00:00,44.51,76.69,18.2,84,1004.84,579,-8.1098,-79.0238
2024-01-12 11:00:00,31.61,64.01,25.1,83,997.58,515,-8.1098,-79.0238
2024-01-12 12:00:00,34.96,78.11,26.6,95,1003.36,537,-8.1098,-79.0238
2024-01-12 13:00:00,40.15,76.78,19.3,73,998.36,450,-8.1098,-79.0238
2024-01-12 14:00:00,26.62,65.32,21.5,82,999.94,450,-8.1098,-79.0238
2024-01-12 15:00:00,32.74,60.28,23.3,79,1008.99,450,-8.1098,-79.0238
2024-01-12 16:00:00,28.08,43.04,25.2,80,1007.97,450,-8.1098,-79.0238
2024-01-12 17:00:00,36.48,58.86,23.9,82,1001.66,450,-8.1098,-79.0238
2024-01-12 18:00:00,25.28,49.89,18.7,88,1007.3,450,-8.1098,-79.0238
2024-01-12 19:00:00,34.27,84.21,24.9,96,1006.37,450,-8.1098,-79.0238
2024-01-12 20:00:00,35.49,65.37,22.6,82,1002.29,450,-8.1098,-79.0238
2024-01-12 21:00:00,36.16,60.38,21.4,81,1013.47,450,-8.1098,-79.0238
2024-01-12 22:00:00,39.08,82.84,22.9,80,1001.58,450,-8.1098,-79.0238
2024-01-12 23:00:00,37.49,92.59,23.1,90,1006.26,470,-8.1098,-79.0238
2024-01-13 00:00:00,30.53,65.56,20.9,81,1008.49,555,-8.1098,-79.0238
2024-01-13 01:00:00,42.74,67.59,21.4,86,1003.68,503,-8.1098,-79.0238
2024-01-13 02:00:00,50.71,115.66,24.9,73,1007.38,581,-8.1098,-79.0238
2024-01-13 03:00:00,39.52,63.48,22.9,79,1016.28,581,-8.1098,-79.0238
2024-01-13 04:00:00,53.11,120.0,29.2,79,999.39,639,-8.1098,-79.0238
2024-01-13 05:00:00,50.36,93.24,21.9,84,1016.68,640,-8.1098,-79.0238
2024-01-13 06:00:00,50.63,113.64,24.4,84,1012.14,613,-8.1098,-79.0238
2024-01-13 07:00:00,44.09,94.83,23.9,89,1016.69,609,-8.1098,-79.0238
2024-01-13 08:00:00,55.32,99.43,20.8,84,1003.14,640,-8.1098,-79.0238
2024-01-13 09:00:00,40.75,75.56,24.6,86,1005.47,583,-8.1098,-79.0238
2024-01-13 10:00:00,44.76,92.93,21.1,83,1011.41,561,-8.1098,-79.0238
2024-01-13 11:00:00,47.21,100.04,17.0,84,1006.29,593,-8.1098,-79.0238
2024-01-13 12:00:00,39.29,86.28,23.2,89,1010.34,461,-8.1098,-79.0238
2024-01-13 13:00:00,34.07,70.58,21.1,81,1004.77,498,-8.1098,-79.0238
